url,country,title,steps,rating,dish_type,ingredients,Prep Time,Cook Time,Total Time,Servings,Calories,Fat,Carbs,Protein
https://www.allrecipes.com/recipe/153790/algerian-kefta-meatballs/,Algeria,Algerian Kefta (Meatballs),"['Combine the ground beef with half of the minced garlic and a tablespoon of chopped onion. Mix with your hands until fully incorporated. Shape the meat mixture into 1 1/2-inch oblong patties; you should have 12 to 14 meatballs.', 'Heat a skillet over medium-high heat. Brown the patties in batches until they are crispy on both sides and are no longer pink in the center, about 10 minutes. Set the meatballs aside in a rimmed serving dish and repeat with the remaining patties.', 'Reduce the heat to medium and stir in the remaining chopped onion. Add salt and pepper. Cook the onions in the drippings, stirring constantly, until the onion has softened and turned translucent, about 5 minutes. Stir in the remaining half of the garlic and cook for 30 seconds.', 'Stir in the roma tomatoes, dried parsley, ras el hanout, and water. Cook until the tomatoes are soft, about 5 minutes. Pour the tomato sauce over the meatballs and serve.']",4.4,Unknown,"['lean ground beef', 'salt', 'roma', 'ras el hanout', 'water']",30 mins,30 mins,1 hr,3,424.0,32,5,28
https://www.allrecipes.com/recipe/256729/algerian-couscous/,Algeria,Algerian Couscous,"['Heat 3 tablespoons olive oil in a large pot over medium-high heat. Season mutton chops and chicken drumsticks with salt and pepper; cook in batches with onions in the hot oil until browned, about 2 minutes per side. Transfer to a large plate.', 'Scrape the bottom of the pot with a wooden spoon to release browned bits. Return mutton chops and chicken to the pot. Pour in enough water to cover; add turmeric, cumin, and coriander. Cover and bring to a boil. Reduce heat to medium; simmer for 20 minutes.', 'Stir potatoes, turnips, and carrots into the pot. Simmer, covered, until vegetables start to soften, about 10 minutes. Mix in tomato paste and ras el hanout; cook for 10 minutes. Stir in chickpeas, zucchini, and cilantro; continue cooking, covered, until zucchini is tender, about 5 minutes.', 'Bring 3 cups water to a boil in a saucepan; remove from heat and stir in couscous and butter. Cover saucepan and let stand until water is absorbed completely, 5 to 10 minutes. Fluff couscous with a fork and stir in 1 tablespoon olive oil. Transfer to a serving dish.', 'Ladle 2 scoops of cooking liquid into a bowl; mix in harissa until smooth.', 'Scoop vegetables onto a serving plate. Scoop mutton and chicken onto a separate plate. Serve alongside couscous, harissa sauce, and remaining cooking liquid in the pot.']",5.0,Unknown,"['olive oil', 'mutton chops', 'fat', 'chicken drumsticks', 'salt', 'onions', 'water', 'ground turmeric', 'ground cumin', 'ground coriander', 'potatoes', 'turnips', 'carrots', 'tomato', 'ras el hanout', 'chickpeas', 'zucchini', 'sprigs cilantro']",30 mins,1 hr 7 mins,1 hr 42 mins,10,492.0,16,57,31
https://www.allrecipes.com/recipe/99244/algerian-carrots/,Algeria,Algerian Carrots,"['Place a steamer insert into a saucepan, and fill with 1 1/2 cups of water, or just below the bottom of the steamer. Cover, and bring the water to a boil over high heat. Add the sliced carrots, reduce the heat to medium, and cover the pan again. Steam until tender but not mushy, 4 to 6 minutes depending on the thickness of the slices. Reserve 1/2 cup of the cooking liquid.', 'Heat the olive oil in a skillet over medium heat. Reduce the heat to low and stir in the salt, pepper, cinnamon, cumin, garlic, and thyme. Cook the spices and garlic, stirring frequently, until fragrant, about 10 minutes. Add the 1/2 cup reserved cooking liquid and the bay leaf, cover, and simmer for 20 minutes.', 'Stir in the carrots, tossing well to coat with the spice mixture, and cook until heated through, about 2 to 3 minutes. Sprinkle with lemon juice and remove the bay leaf before serving.']",4.2,Unknown,"['water', 'carrots', 'olive oil', 'salt', 'black pepper', 'ground cinnamon', 'ground cumin', 'bay leaf', 'lemon juice']",10 mins,35 mins,45 mins,6,157.0,12,14,1
https://www.allrecipes.com/recipe/264552/chorba-hamra-bel-frik-algerian-lamb-tomato-and-freekeh-soup/,Algeria,"Chorba Hamra bel Frik (Algerian Lamb, Tomato, and Freekeh Soup)","['Place freekeh in a small bowl and cover with cold water. Set aside.', 'Combine lamb, onion, black pepper, paprika, cinnamon, and salt in a pot. Stir in oil, 1/2 the cilantro, 1/2 the mint, and celery stalk until combined. Simmer over low heat for 15 minutes. Stir in chickpeas; pour in just enough water to cover, and return to a simmer. Stir in zucchini, carrot, and tomato paste.', 'Set a steamer over the pot; add tomatoes. Cover and steam tomatoes until soft, about 5 minutes. Crush tomatoes using a wooden spoon, so pulp drips into soup. Remove the steamer and discard leftover tomato peels.', 'Add potato to soup and just enough water to cover. Simmer until potato is soft, about 10 minutes.', 'Drain freekeh and add to soup. Simmer until soft, about 15 minutes. Remove celery stalk and discard. Sprinkle soup with remaining 1/2 cilantro and remaining 1/2 mint before serving.']",4.6,Unknown,"['freekeh', 'lamb meat', 'onion', 'black pepper', 'paprika', 'ground cinnamon', 'salt', 'vegetable oil', 'cilantro', 'mint', 'stalk celery', 'chickpeas', 'water', 'zucchini', 'carrot', 'tomato paste', 'ripe tomatoes', 'potato']",35 mins,50 mins,1 hr 25 mins,8,277.0,11,34,13
https://www.allrecipes.com/recipe/246547/argentinean-chimichurri-sauce/,Argentina,Argentinean Chimichurri Sauce,"['Combine onion, tomato, parsley, garlic, oregano, paprika, salt, and black pepper. Add olive oil, red wine vinegar, and water; stir to combine. Refrigerate until flavors are blended, 8 hours to 3 days.']",4.5,Unknown,"['onion', 'tomato', 'paprika', 'coarse salt', 'black pepper', 'olive oil', 'red wine vinegar', 'water']",10 mins,N/A,8 hrs 10 mins,8,145.0,14,6,1
https://www.allrecipes.com/recipe/43737/argentine-lentil-stew/,Argentina,Argentine Lentil Stew,"['Place the lentils and water in a large pot, and mix in the vegetable bouillon. Bring to a boil, reduce heat to low, and simmer 20 minutes.', 'Stir the tomatoes, onion, carrot, apple, peas, garlic, olive oil, barbeque sauce, and paprika into the pot. Continue to simmer 20 minutes. Season with salt and pepper to serve.']",4.2,Unknown,"['dry lentils', 'quart water', 'vegetable bouillon', 'tomatoes', 'onion', 'carrot', 'garlic', 'olive oil', 'barbeque sauce', 'paprika', 'salt']",15 mins,40 mins,55 mins,4,266.0,4,46,13
https://www.allrecipes.com/recipe/256979/empanadas-abiertas-de-humita-creamy-corn-empanadas/,Argentina,Empanadas Abiertas de Humita (Creamy Corn Empanadas),"['Preheat oven to 400 degrees F (200 degrees C). Grease and flour a 12-cup muffin tin.', 'Line the muffin cups with the 12 pastry rounds.', 'Heat 2 tablespoons butter in a skillet over medium heat; cook and stir green onions until tender, 3 to 5 minutes. Add corn, salt, pepper, and nutmeg; cook and stir until heated through, about 2 minutes. Remove skillet from heat.', 'Heat 3 tablespoons butter in a saucepan over medium heat; add flour and cook, stirring with a wooden spoon, until a paste forms, about 1 minute. Slowly pour in milk, whisking constantly, and cook until a thick sauce forms and starts to bubble, 2 to 3 minutes. Add half of the Parmesan cheese and stir until smooth; remove from heat. Stir sauce into corn mixture.', 'Fill pastry with corn mixture and top each with remaining Parmesan cheese.', 'Bake in the preheated oven until golden, about 15 minutes.']",4.4,Unknown,"['empanada pastry', 'butter', 'green onions', 'salt', 'ground nutmeg']",15 mins,23 mins,38 mins,12,224.0,9,31,6
https://www.allrecipes.com/recipe/8463224/alfajor-cake/,Argentina,Alfajor Cake,"['Gather all ingredients.Dotdash Meredith Food Studios', 'Beat butter with a stand mixer fitted with a paddle attachment on medium speed until creamy, about 2 minutes. Add sugar and beat until light and fluffy, scraping down the sides of bowl as needed, about 2 minutes.Dotdash Meredith Food Studios', 'Add eggs, 1 at a time, beating until incorporated after each addition, about 30 seconds.Dotdash Meredith Food Studios', 'Whisk together flour, cornstarch, baking powder, and salt in a medium bowl until combined.Dotdash Meredith Food Studios', 'Add flour mixture to butter mixture in 3 additions, alternating alternately with the milk, starting and ending with the flour mixture, and beat until combined after each addition.Dotdash Meredith Food Studios', 'Turn dough out onto a floured work surface and turn to coat dough. Knead dough 2 or 3 times.Dotdash Meredith Food StudiosDotdash Meredith Food StudiosDotdash Meredith Food Studios', 'Divide dough into 5 equal pieces and shape each piece into a ball.Dotdash Meredith Food Studios', 'Working with 1 ball at a time, roll dough into a 7-inch circle. Place dough circles on 2 large rimmed baking sheets lined with parchment paper (I fit 3 circles on 1 sheet and 2 on the other). Chill dough circles, uncovered, for 1 hour.Dotdash Meredith Food StudiosDotdash Meredith Food Studios', 'Preheat oven to 375 degrees F (190 degrees C). Prick each dough circle lightly with a fork.', 'Bake in the preheated oven until browned on bottom and light browned around the edges, 15 to 18 minutes. (If baking in 2 batches, keep second batch refrigerated while first batch bakes.) Cool cake layers completely on a wire rack, about 30 minutes.', 'Spoon dulce de leche into a medium bowl. Beat cream with an electric mixer on medium-high speed until stiff peaks form, about 6 minutes.Dotdash Meredith Food Studios', 'Gently stir half of cream mixture into dulce de leche until combined. Gently fold remaining cream into dulce de leche mixture until combined.Dotdash Meredith Food StudiosDotdash Meredith Food Studios', 'Spread 1/3 cup of the dulce de leche mixture onto 1 cake layer, spreading to edges. Place onto a serving platter with dulce de leche mixture facing up. Repeat process with the next 3 cake layers (this is easier to spread on cake layers before placing on platter). Spread remaining 2/3 cup dulce de leche mixture onto fifth cake layer and place on top.Dotdash Meredith Food Studios', 'Let stand 1 hour. Dust top of cake with powdered sugar and serve. Cover any leftovers with plastic wrap and store in refrigerator up to 1 day.Dotdash Meredith Food Studios']",5.0,Unknown,"['white sugar', 'eggs', 'cornstarch', 'kosher salt', 'whole milk', 'heavy whipping cream', 'powdered sugar']",30 mins,15 mins,3 hrs 15 mins,8,506.0,19,76,9
https://www.allrecipes.com/recipe/244265/argentinian-beef-empanadas/,Argentina,Argentinian Beef Empanadas,"['Preheat the oven to 450 degrees F (230 degrees C). Set racks in the upper and lower thirds of the oven and line 2 large baking sheets with parchment paper.', 'Cook beef in a large, heavy skillet over medium-high heat, stirring and breaking up lumps, until no longer pink, 4 to 5 minutes. Transfer beef to a small bowl with a slotted spoon, and pour off grease from the skillet. Melt butter in the skillet and saute onions and green onion, stirring occasionally, until tender, about 5 minutes. Return beef to skillet and stir in hard-boiled eggs, olives, raisins, cumin, salt, and pepper. Transfer mixture to a shallow bowl and chill until cooled, 10 to 20 minutes.', 'Unfold one pastry sheet, keeping remaining sheets chilled, onto a lightly floured surface, dust lightly with flour, and roll out into a 12-inch square. Cut four 5 1/2-inch rounds from pastry. Brush a 1/2-inch border around the edges of one round with water, using a small brush or fingertip. Spoon about 3 tablespoons of filling onto half of the round. Fold other half over filling and press edges together firmly. Crimp edges with a fork and transfer to one of the prepared baking sheets. Repeat with three remaining rounds. Form 12 more empanadas in the same manner with remaining pastry and filling, arranging them about 1 1/2 inches apart on baking sheets.', 'Brush tops of empanadas with beaten egg. Bake in the preheated oven, switching position of sheets halfway through, until golden brown, about 15 minutes.']",4.2,Unknown,"['ground beef', 'butter', 'onions', 'green onion', 'boiled eggs', 'pitted green olives', 'raisins', 'cumin', 'salt', 'black pepper', 'packages', 'raw egg']",1 hr,25 mins,1 hr 25 mins,8,823.0,57,61,17
https://www.allrecipes.com/recipe/277888/easy-chimichurri/,Argentina,Easy Chimichurri,"['Combine parsley, cilantro, red wine vinegar, onion, garlic, salt, oregano, hot pepper flakes, and pepper in the bowl of a food processor; pulse a few times. Pour olive oil in slowly, while pulsing a few more times, until chimichurri is chopped, but not mushy.', 'Refrigerate until flavors have blended, about 2 hours.']",5.0,Unknown,"['parsley leaves', 'cilantro leaves', 'red wine vinegar', 'onion', 'coarse salt', 'pepper flakes', 'extra virgin olive oil']",15 mins,N/A,2 hrs 15 mins,16,70.0,7,2,0
https://www.allrecipes.com/recipe/214911/squash-and-kohlrabi-empanadas/,Argentina,Squash and Kohlrabi Empanadas,"['Heat olive oil and butter in a skillet over medium heat. Stir in garlic and ginger; cook and stir until fragrant, about 3 minutes. Stir in kohlrabi, and season with salt and pepper. Cook and stir until kohrabi has softened, 3 to 4 minutes. Toss in yellow squash and continue to cook until squash is tender for 4 more minutes. Stir in the green onion, spinach, and nutmeg. Add more salt and pepper, as needed. Cook until the spinach has wilted, about 1 minutes. Set mixture aside to cool.', 'Preheat an oven to 425 degrees F (220 degrees C). Line a baking sheet with parchment paper. Beat the egg with water in a small bowl; set aside.', 'Roll out the pie crust by running a rolling pin over it once or twice. Cut out about 16 6-inch circles using a large cookie cutter or cereal bowl. Fill the center of each circle with about 1 tablespoon of the kohlrabi mixture. Brush the edges of the pastry with water, then fold the dough in half. Crimp the edge of the dough with a fork to seal, and place on the prepared baking sheet. Repeat with the remaining pastry and vegetable filling. Prick each empanada with a fork, then brush with the egg wash.', 'Bake in the preheated oven until golden brown and flaky, 5 to 7 minutes. Serve hot from the oven.']",4.3,Unknown,"['extra virgin olive oil', 'butter', 'piece', 'salt', 'yellow', 'green onions', 'ground nutmeg', 'egg', 'water', 'pastry']",40 mins,20 mins,1 hr,8,308.0,20,28,5
https://www.allrecipes.com/recipe/278451/argentinian-steak-with-red-chimichurri/,Argentina,Argentinian Steak with Red Chimichurri,"['Place parsley, onion, tomato, bell pepper, garlic, oregano, paprika, salt, bay leaf, black pepper, and chile flakes into a large bowl. Allow to sit for 30 minutes.', 'Mix vinegar and water into the chimichurri and allow to sit for another 30 minutes.', 'Mix olive oil into the mixture and transfer to a glass, non-reactive, container with a lid. Make sure liquid covers the ingredients; if not, add equal parts water, red wine vinegar, and oil until it does. Place in the refrigerator and let stand, 6 hours, up to 2 days.', 'Poke steaks all over with a fork. Mix sweet onions, cilantro, white wine vinegar, olive oil, garlic, thyme, oregano, and cumin together for beef in a bowl.', 'Place steaks into marinade and refrigerate for 6 hours, to overnight.', 'Preheat an outdoor grill for high heat and lightly oil the grate.', 'Sear steaks on the preheated grill, about 2 minutes on each side. Reduce heat to medium and grill until desired doneness level, or about 5 minutes per side. Serve with chimichurri.']",4.3,Unknown,"['bunch', 'onion', 'tomato', 'bell pepper', 'paprika', 'coarse salt', 'crumbled bay leaf', 'black pepper', 'red wine vinegar', 'water', 'olive oil', 'bunch', 'onion', 'tomato', 'bell pepper', 'paprika', 'coarse salt', 'crumbled bay leaf', 'black pepper', 'red wine vinegar', 'water', 'olive oil']",30 mins,15 mins,7 hrs 45 mins,4,758.0,56,23,44
https://www.allrecipes.com/recipe/278452/easy-chimichurri-sauce/,Argentina,Easy Chimichurri Sauce,"['Combine water, oregano, and salt in a small bowl and set aside until oregano has softened, about 15 minutes.', 'Combine parsley, cilantro, garlic, shallot, and jalapeno in the bowl of a food processor; pulse until chopped. Add water-oregano mixture and red wine vinegar and pulse until finely chopped. Transfer to a bowl and whisk in olive oil until emulsified.', 'Cover chimichurri sauce and let sit at room temperature until flavors have melded, about 1 hour.']",5.0,Unknown,"['hot water', 'salt', 'shallot', 'red jalapeno pepper', 'wine vinegar', 'extra virgin olive oil']",15 mins,N/A,1 hr 30 mins,10,167.0,17,3,1
https://www.allrecipes.com/recipe/169108/argentine-corn-pie/,Argentina,Argentine Corn Pie,"['Preheat an oven to 375 degrees F (190 degrees C).', 'Place 1 egg into a saucepan cover with water by 1 inch. Cover the saucepan and bring the water to a boil. Once the water is boiling, immediately remove from the heat and let the egg stand in the hot water for 15 minutes. Pour out the hot water and cool the egg under cold running water in the sink; peel and chop the egg. Meanwhile, bring a saucepan of water to a boil. Stir in the corn and return to a boil. Cook for 2 minutes; strain and set aside to cool.', 'Heat the vegetable oil in a saucepan over medium heat. Stir in the onion, and cook until the onion has softened and turned translucent, about 5 minutes. Pour the milk into the saucepan and whisk in the cornstarch. Add the butter, nutmeg, salt, and pepper. Bring to a simmer whisking constantly, then cook for 2 minutes until the butter has melted and the sauce has thickened. Stir in the hard boiled egg and corn; pour into the pie crust. Brush the crust with the beaten egg.', 'Bake in the preheated oven until the crust and the pie are golden brown, about 25 minutes.']",3.4,Unknown,"['egg', 'corn', 'vegetable oil', 'onion', 'milk', 'cornstarch', 'butter', 'ground nutmeg', 'salt', 'black pepper', 'inch', 'egg']",15 mins,45 mins,1 hr 15 mins,8,288.0,18,27,7
